Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
819,tt8415836,2023-02-28,2023-02-28,,"Guillermo del Toro's Cabinet of Curiosities","Guillermo del Toro's Cabinet of Curiosities",https://www.imdb.com/title/tt8415836/,TV Series,7.0,60,2022,"Drama, Horror, Mystery, Thriller",59163,2022-10-25,,,
820,tt0050393,2023-03-06,2023-03-06,,"Fiend Without a Face","Fiend Without a Face",https://www.imdb.com/title/tt0050393/,Movie,6.1,74,1958,"Horror, Sci-Fi",4991,1958-05-29,"Arthur Crabtree",,
821,tt10298810,2023-03-18,2023-03-18,,"Lightyear","Lightyear",https://www.imdb.com/title/tt10298810/,Movie,6.1,105,2022,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",127930,2022-08-03,"Angus MacLane",,
822,tt0110678,2023-03-21,2023-03-21,,"No Escape","No Escape",https://www.imdb.com/title/tt0110678/,Movie,6.1,118,1994,"Action, Drama, Sci-Fi, Thriller",23141,1994-04-29,"Martin Campbell",,
823,tt8399288,2023-03-28,2023-03-28,,"Memoria","Memoria",https://www.imdb.com/title/tt8399288/,Movie,6.4,136,2021,"Drama, Mystery, Sci-Fi",11782,2021-09-30,"Apichatpong Weerasethakul",,
824,tt0898367,2023-04-03,2023-04-03,,"The Road","The Road",https://www.imdb.com/title/tt0898367/,Movie,7.2,111,2009,"Drama, Thriller",259229,2009-11-25,"John Hillcoat",,
825,tt3289728,2023-04-03,2023-04-03,,"Equals","Equals",https://www.imdb.com/title/tt3289728/,Movie,6.0,101,2015,"Drama, Romance, Sci-Fi",33257,2016-05-26,"Drake Doremus",,
826,tt0096163,2023-04-04,2023-04-04,,"The Vanishing","Spoorloos",https://www.imdb.com/title/tt0096163/,Movie,7.7,107,1988,"Mystery, Thriller",47945,1988-10-27,"George Sluizer",,
827,tt13259610,2023-04-15,2023-04-15,,"The Outwaters","The Outwaters",https://www.imdb.com/title/tt13259610/,Movie,3.9,110,2022,"Horror, Sci-Fi, Thriller",4741,2023-05-18,"Robbie Banfitch",,
828,tt0420223,2023-04-16,2023-04-16,,"Stranger Than Fiction","Stranger Than Fiction",https://www.imdb.com/title/tt0420223/,Movie,7.5,113,2006,"Comedy, Drama, Fantasy, Romance",238656,2006-11-10,"Marc Forster",,
829,tt0105121,2023-04-17,2023-04-17,,"The People Under the Stairs","The People Under the Stairs",https://www.imdb.com/title/tt0105121/,Movie,6.4,102,1991,"Comedy, Horror, Mystery, Thriller",41227,1991-11-01,"Wes Craven",,
830,tt14759574,2023-04-19,2023-04-19,,"Mrs. Davis","Mrs. Davis",https://www.imdb.com/title/tt14759574/,TV Mini Series,7.3,57,2023,"Comedy, Drama, Sci-Fi",13384,2023-04-20,,,
831,tt16235342,2023-04-23,2023-04-23,,"Space Wars: Quest for the Deepstar","Space Wars: Quest for the Deepstar",https://www.imdb.com/title/tt16235342/,Movie,4.4,90,2022,"Action, Adventure, Sci-Fi",1570,2023-05-02,"Garo Setian",,
832,tt1629374,2023-04-25,2023-04-25,,"Ronal the Barbarian","Ronal Barbaren",https://www.imdb.com/title/tt1629374/,Movie,6.5,89,2011,"Animation, Action, Adventure, Comedy, Fantasy",14105,2011-12-22,"Kresten Vestbjerg Andersen, Thorbjørn Christoffersen, Philip Einstein Lipski",,
833,tt0045888,2023-04-25,2023-04-25,,"House of Wax","House of Wax",https://www.imdb.com/title/tt0045888/,Movie,7.0,88,1953,"Horror",20920,1953-04-25,"André De Toth",,
834,tt0052888,2023-04-25,2023-04-25,,"The Hideous Sun Demon","The Hideous Sun Demon",https://www.imdb.com/title/tt0052888/,Movie,4.3,74,1958,"Horror, Sci-Fi",1620,1962-04-12,"Robert Clarke, Tom Boutross",,
835,tt0051744,2023-04-25,2023-04-25,,"House on Haunted Hill","House on Haunted Hill",https://www.imdb.com/title/tt0051744/,Movie,6.7,75,1959,"Crime, Horror, Mystery",32094,1959-02-17,"William Castle",,
836,tt1759744,2023-04-26,2023-04-26,,"Charlie Says","Charlie Says",https://www.imdb.com/title/tt1759744/,Movie,5.9,110,2018,"Biography, Crime, Drama",5575,2019-05-17,"Mary Harron",,
837,tt6040674,2023-04-26,2023-04-26,,"Waco","Waco",https://www.imdb.com/title/tt6040674/,TV Mini Series,7.9,49,2018,"Crime, Drama, History, Thriller",26447,2018-01-24,,,
838,tt1560747,2023-04-26,2023-04-26,,"The Master","The Master",https://www.imdb.com/title/tt1560747/,Movie,7.1,138,2012,"Drama, History",189486,2012-09-21,"Paul Thomas Anderson",,
839,tt0144715,2023-04-26,2023-04-26,,"Holy Smoke","Holy Smoke",https://www.imdb.com/title/tt0144715/,Movie,5.9,115,1999,"Comedy, Drama",15907,1999-12-26,"Jane Campion",,
840,tt4731148,2023-04-29,2023-04-29,,"Attraction","Prityazhenie",https://www.imdb.com/title/tt4731148/,Movie,5.6,132,2017,"Action, Drama, Romance, Sci-Fi",14531,2018-06-13,"Fedor Bondarchuk",,
841,tt12809988,2023-05-03,2023-05-03,,"Sweet Tooth","Sweet Tooth",https://www.imdb.com/title/tt12809988/,TV Series,7.7,50,2021,"Action, Adventure, Drama, Fantasy, Sci-Fi",74329,2021-06-04,,,
842,tt1255953,2023-05-09,2023-05-09,,"Incendies","Incendies",https://www.imdb.com/title/tt1255953/,Movie,8.3,131,2010,"Drama, Mystery, War",214174,2011-04-22,"Denis Villeneuve",,
843,tt0115288,2023-05-10,2023-05-10,,"Neverwhere","Neverwhere",https://www.imdb.com/title/tt0115288/,TV Mini Series,7.2,30,1996,"Adventure, Comedy, Drama, Fantasy, Mystery, Thriller",3100,1996-09-11,,,
844,tt9813792,2023-05-14,2023-05-14,,"From","From",https://www.imdb.com/title/tt9813792/,TV Series,7.8,52,2022,"Drama, Horror, Mystery, Sci-Fi, Thriller",111769,2022-02-20,,,
845,tt27201556,2023-05-14,2023-05-14,,"African Folktales, Reimagined","African Folktales, Reimagined",https://www.imdb.com/title/tt27201556/,TV Series,6.2,,2023,"Drama",246,2023-03-29,,,
846,tt11858890,2023-05-18,2023-05-18,,"The Creator","The Creator",https://www.imdb.com/title/tt11858890/,Movie,6.7,133,2023,"Action, Adventure, Drama, Sci-Fi, Thriller",175661,2023-09-29,"Gareth Edwards",,
847,tt0473753,2023-05-18,2023-05-18,,"Angel-A","Angel-A",https://www.imdb.com/title/tt0473753/,Movie,7.0,91,2005,"Comedy, Drama, Fantasy, Romance",36150,2005-12-21,"Luc Besson",,
848,tt1900908,2023-05-23,2023-05-23,,"Clip","Klip",https://www.imdb.com/title/tt1900908/,Movie,5.6,102,2012,"Drama",7350,2013-03-15,"Maja Milos",,
849,tt0056331,2023-05-24,2023-05-24,,"Panic in Year Zero!","Panic in Year Zero!",https://www.imdb.com/title/tt0056331/,Movie,6.6,93,1962,"Action, Sci-Fi, Thriller",4967,1962-07-05,"Ray Milland",,
850,tt0134619,2023-05-29,2023-05-29,,"Disturbing Behavior","Disturbing Behavior",https://www.imdb.com/title/tt0134619/,Movie,5.6,84,1998,"Horror, Mystery, Sci-Fi, Thriller",25982,1998-07-24,"David Nutter",,
851,tt0085218,2023-05-29,2023-05-29,,"Barefoot Gen","Hadashi no Gen",https://www.imdb.com/title/tt0085218/,Movie,8.0,83,1983,"Animation, Biography, Drama, History, War",9534,1992-06-13,"Mori Masaki",,
852,tt8745960,2023-06-01,2023-06-01,,"Daniel Isn't Real","Daniel Isn't Real",https://www.imdb.com/title/tt8745960/,Movie,6.1,100,2019,"Drama, Fantasy, Horror, Mystery, Thriller",10601,2019-12-06,"Adam Egypt Mortimer",,
853,tt1401143,2023-06-01,2023-06-01,,"Rare Exports","Rare Exports",https://www.imdb.com/title/tt1401143/,Movie,6.6,84,2010,"Adventure, Fantasy, Horror",32464,2010-12-03,"Jalmari Helander",,
854,tt1528071,2023-06-01,2023-06-01,,"Horns","Horns",https://www.imdb.com/title/tt1528071/,Movie,6.4,120,2013,"Comedy, Fantasy, Horror, Mystery, Thriller",89321,2014-10-03,"Alexandre Aja",,
855,tt0265349,2023-06-01,2023-06-01,,"The Mothman Prophecies","The Mothman Prophecies",https://www.imdb.com/title/tt0265349/,Movie,6.4,119,2002,"Drama, Horror, Mystery, Thriller",86210,2002-01-25,"Mark Pellington",,
856,tt1226681,2023-06-01,2023-06-01,,"Pontypool","Pontypool",https://www.imdb.com/title/tt1226681/,Movie,6.5,93,2008,"Horror, Sci-Fi",36446,2009-09-18,"Bruce McDonald",,
857,tt0285531,2023-06-01,2023-06-01,,"Dreamcatcher","Dreamcatcher",https://www.imdb.com/title/tt0285531/,Movie,5.5,134,2003,"Drama, Horror, Sci-Fi, Thriller",97609,2003-03-21,"Lawrence Kasdan",,
858,tt0833557,2023-06-07,2023-06-07,,"Visioneers","Visioneers",https://www.imdb.com/title/tt0833557/,Movie,5.9,94,2008,"Comedy, Drama, Sci-Fi",6418,2008,"Jared Drake",,
859,tt0069281,2023-06-07,2023-06-07,,"Sleuth","Sleuth",https://www.imdb.com/title/tt0069281/,Movie,7.9,138,1972,"Mystery, Thriller",50865,1972-12-11,"Joseph L. Mankiewicz",,
860,tt0098724,2023-06-09,2023-06-09,,"Sex, Lies, and Videotape","Sex, Lies, and Videotape",https://www.imdb.com/title/tt0098724/,Movie,7.2,100,1989,"Drama",60748,1989-09-22,"Steven Soderbergh",,
861,tt14537248,2023-06-13,2023-06-13,,"Nefarious","Nefarious",https://www.imdb.com/title/tt14537248/,Movie,6.4,97,2023,"Horror, Thriller",31512,2023-04-14,"Chuck Konzelman, Cary Solomon",,
862,tt0079322,2023-06-14,2023-06-14,,"I... For Icarus","I... comme Icare",https://www.imdb.com/title/tt0079322/,Movie,7.8,123,1979,"Crime, Drama, Mystery, Thriller",4742,1979-12-19,"Henri Verneuil",,
863,tt22769974,2023-06-16,2023-06-16,,"Dudes: Again!","Munje: opet!",https://www.imdb.com/title/tt22769974/,Movie,4.9,95,2023,"Comedy",1303,2023-03-30,"Radivoje Andric",,
864,tt2524674,2023-06-19,2023-06-19,,"Wetlands","Feuchtgebiete",https://www.imdb.com/title/tt2524674/,Movie,5.8,109,2013,"Comedy, Drama",12521,2013-08-22,"David Wnendt",,
865,tt0241399,2023-06-22,2023-06-22,,"Hen, His Wife","Ego zhena kuritsa",https://www.imdb.com/title/tt0241399/,Short,6.7,13,1990,"Animation, Short, Comedy, Drama, Fantasy, Horror",492,1990-05,"Igor Kovalyov",,
866,tt11905962,2023-06-26,2023-06-26,,"Sputnik","Sputnik",https://www.imdb.com/title/tt11905962/,Movie,6.4,113,2020,"Drama, Horror, Mystery, Sci-Fi, Thriller",28086,2020-07-24,"Egor Abramenko",,
867,tt0212671,2023-06-27,2023-06-27,,"Malcolm in the Middle","Malcolm in the Middle",https://www.imdb.com/title/tt0212671/,TV Series,8.2,22,2000,"Comedy, Family",146063,2000-01-09,,,
868,tt1233219,2023-06-28,2023-06-28,,"My Son, My Son, What Have Ye Done","My Son, My Son, What Have Ye Done",https://www.imdb.com/title/tt1233219/,Movie,6.1,91,2009,"Drama, Thriller",10870,2010-07-08,"Werner Herzog",,
869,tt0166808,2023-06-28,2023-06-28,,"Sombre","Sombre",https://www.imdb.com/title/tt0166808/,Movie,5.9,112,1998,"Drama, Horror",1936,1999-01-27,"Philippe Grandrieux",,
870,tt0310313,2023-06-28,2023-06-28,,"A New Life","La vie nouvelle",https://www.imdb.com/title/tt0310313/,Movie,6.3,102,2002,"Drama, Horror",1178,2002-11-27,"Philippe Grandrieux",,
871,tt1426352,2023-06-28,2023-06-28,,"Amer","Amer",https://www.imdb.com/title/tt1426352/,Movie,6.1,90,2009,"Drama, Horror, Mystery, Thriller",6669,2010-03-03,"Hélène Cattet, Bruno Forzani",,
872,tt0758442,2023-06-28,2023-06-28,,"Black Night","Nuit noire",https://www.imdb.com/title/tt0758442/,Movie,6.5,90,2005,"Drama, Mystery, Sci-Fi, Thriller",635,2006-04-05,"Olivier Smolders",,
873,tt0780504,2023-06-28,2023-06-28,,"Drive","Drive",https://www.imdb.com/title/tt0780504/,Movie,7.8,100,2011,"Action, Drama",721854,2011-09-16,"Nicolas Winding Refn",,
874,tt1974419,2023-06-28,2023-06-28,,"The Neon Demon","The Neon Demon",https://www.imdb.com/title/tt1974419/,Movie,6.1,117,2016,"Horror, Thriller",106158,2016-06-24,"Nicolas Winding Refn",,
875,tt1954347,2023-06-29,2023-06-29,,"Continuum","Continuum",https://www.imdb.com/title/tt1954347/,TV Series,7.6,45,2012,"Action, Sci-Fi, Thriller",64597,2013-01-14,,,
876,tt0092746,2023-07-05,2023-07-05,,"Cherry 2000","Cherry 2000",https://www.imdb.com/title/tt0092746/,Movie,5.6,99,1987,"Action, Adventure, Comedy, Romance, Sci-Fi",10794,1988-02-05,"Steve De Jarnatt",,
877,tt8372298,2023-07-06,2023-07-06,,"Swallow","Swallow",https://www.imdb.com/title/tt8372298/,Movie,6.5,94,2019,"Drama, Thriller",29626,2020-06-05,"Carlo Mirabella-Davis",,
878,tt9472334,2023-07-09,2023-07-09,,"Malum","Malum",https://www.imdb.com/title/tt9472334/,Movie,5.1,92,2023,"Drama, Horror, Thriller",6054,2023-03-31,"Anthony DiBlasi",,
879,tt0160056,2023-07-26,2023-07-26,,"The Black Stork","The Black Stork",https://www.imdb.com/title/tt0160056/,Movie,4.5,50,1917,"Drama",42,1917-02,"Leopold Wharton, Theodore Wharton",,
880,tt0038733,2023-07-27,2023-07-27,,"A Matter of Life and Death","A Matter of Life and Death",https://www.imdb.com/title/tt0038733/,Movie,8.0,104,1946,"Drama, Fantasy, Romance, War",25887,1947-03,"Michael Powell, Emeric Pressburger",,
881,tt9737326,2023-07-27,2023-07-27,,"Invasion","Invasion",https://www.imdb.com/title/tt9737326/,TV Series,6.2,60,2021,"Drama, Fantasy, Sci-Fi",47670,2021-10-22,,,
882,tt0113736,2023-07-27,2023-07-27,,"Magic Island","Magic Island",https://www.imdb.com/title/tt0113736/,Video,5.8,88,1995,"Action, Adventure, Family, Fantasy",721,1995-12-19,"Sam Irvin",,
883,tt13389120,2023-08-03,2023-08-03,,"ManFish","ManFish",https://www.imdb.com/title/tt13389120/,Movie,5.3,81,2022,"Comedy, Horror",179,2022,"Marc Coleman",,
884,tt0056687,2023-08-09,2023-08-09,,"What Ever Happened to Baby Jane?","What Ever Happened to Baby Jane?",https://www.imdb.com/title/tt0056687/,Movie,8.0,134,1962,"Drama, Horror, Thriller",63765,1962-10-31,"Robert Aldrich",,
885,tt0023293,2023-08-09,2023-08-09,,"The Old Dark House","The Old Dark House",https://www.imdb.com/title/tt0023293/,Movie,7.0,72,1932,"Adventure, Comedy, Drama, Horror, Thriller",13664,1932-10-20,"James Whale",,
886,tt0029541,2023-08-09,2023-08-09,,"Sh! The Octopus","Sh! The Octopus",https://www.imdb.com/title/tt0029541/,Movie,5.4,54,1937,"Comedy, Mystery, Thriller",690,1937-12-11,"William C. McGann",,
887,tt0092383,2023-08-11,2023-08-11,,"The Storyteller","The Storyteller",https://www.imdb.com/title/tt0092383/,TV Series,8.8,24,1987,"Adventure, Drama, Family, Fantasy, Horror",5209,1987-01-31,,,
888,tt23844450,2023-08-15,2023-08-15,,"Wild Isles","Wild Isles",https://www.imdb.com/title/tt23844450/,TV Mini Series,8.6,,2023,"Documentary",1110,2023-04-21,,,
889,tt0072235,2023-08-18,2023-08-18,,"Sweet Movie","Sweet Movie",https://www.imdb.com/title/tt0072235/,Movie,6.0,98,1974,"Comedy, Drama, Mystery",6603,1974-06-12,"Dusan Makavejev",,
890,tt0080594,2023-08-18,2023-08-18,,"The Day After Trinity","The Day After Trinity",https://www.imdb.com/title/tt0080594/,Movie,7.8,88,1981,"Documentary, Biography",1283,1981-01-20,"Jon Else",,
891,tt21988182,2023-08-22,2023-08-22,,"T.I.M.","T.1.M.",https://www.imdb.com/title/tt21988182/,Movie,5.6,101,2023,"Sci-Fi, Thriller",3489,2023-08-16,"Spencer Brown",,
892,tt22872776,2023-08-28,2023-08-28,,"Non-Aligned: Scenes from the Labudovic Reels","Non-Aligned: Scenes from the Labudovic Reels",https://www.imdb.com/title/tt22872776/,Movie,8.2,105,2022,"Documentary",90,2023-09-27,"Mila Turajlic",,
893,tt7949218,2023-08-29,2023-08-29,,"See","See",https://www.imdb.com/title/tt7949218/,TV Series,7.6,60,2019,"Action, Drama, Sci-Fi",101878,2019-11-01,,,
894,tt12137964,2023-08-31,2023-08-31,,"Anything for Jackson","Anything for Jackson",https://www.imdb.com/title/tt12137964/,Movie,6.3,97,2020,"Horror, Mystery",11347,2020-12-03,"Justin G. Dyck",,
895,tt9202550,2023-08-31,2023-08-31,,"The Toll","The Toll",https://www.imdb.com/title/tt9202550/,Movie,5.3,80,2020,"Horror, Thriller",3277,2021-03-26,"Michael Nader",,
896,tt0087175,2023-09-06,2023-09-06,,"Dreamscape","Dreamscape",https://www.imdb.com/title/tt0087175/,Movie,6.3,99,1984,"Action, Adventure, Horror, Sci-Fi, Thriller",18710,1984-08-17,"Joseph Ruben",,
897,tt0123948,2023-09-07,2023-09-07,,"Cure","Cure",https://www.imdb.com/title/tt0123948/,Movie,7.5,111,1997,"Crime, Horror, Mystery, Thriller",27143,2001-07-08,"Kiyoshi Kurosawa",,
898,tt0082213,2023-09-08,2023-09-08,,"The Creature Wasn't Nice","The Creature Wasn't Nice",https://www.imdb.com/title/tt0082213/,Movie,3.6,88,1981,"Comedy, Horror, Musical, Romance, Sci-Fi",1876,1983-07,"Bruce Kimmel",,
899,tt0119794,2023-09-13,2023-09-13,,"Nirvana","Nirvana",https://www.imdb.com/title/tt0119794/,Movie,6.1,113,1997,"Action, Drama, Sci-Fi, Thriller",7163,1997-01-24,"Gabriele Salvatores",,
900,tt4652650,2023-09-14,2023-09-14,,"Please Stand By","Please Stand By",https://www.imdb.com/title/tt4652650/,Movie,6.7,93,2017,"Comedy, Drama",15731,2018-01-26,"Ben Lewin",,
901,tt0080768,2023-09-18,2023-09-18,,"Virus","Fukkatsu no hi",https://www.imdb.com/title/tt0080768/,Movie,6.2,108,1980,"Adventure, Drama, Horror, Sci-Fi, Thriller",3173,1980-06-26,"Kinji Fukasaku",,
902,tt0085426,2023-09-18,2023-09-18,,"The Last Battle","Le dernier combat",https://www.imdb.com/title/tt0085426/,Movie,6.7,92,1983,"Sci-Fi",6687,1984-06-12,"Luc Besson",,
903,tt0049964,2023-09-22,2023-09-22,,"World Without End","World Without End",https://www.imdb.com/title/tt0049964/,Movie,5.8,80,1956,"Adventure, Romance, Sci-Fi",2429,1956-03-25,"Edward Bernds",,
904,tt20859464,2023-09-22,2023-09-22,,"The Artifice Girl","The Artifice Girl",https://www.imdb.com/title/tt20859464/,Movie,6.6,93,2022,"Mystery, Sci-Fi, Thriller",10866,2023-04-27,"Franklin Ritch",,
905,tt8681148,2023-09-23,2023-09-23,,"This Is Going to Hurt","This Is Going to Hurt",https://www.imdb.com/title/tt8681148/,TV Mini Series,8.4,45,2022,"Biography, Comedy, Drama",19257,2022-06-02,,,
906,tt18968540,2023-09-25,2023-09-25,,"Incantation","Zhou",https://www.imdb.com/title/tt18968540/,Movie,6.2,110,2022,"Horror, Mystery",23344,2022-07-08,"Kevin Ko",,
907,tt0390123,2023-09-25,2023-09-25,,"In the Realms of the Unreal","In the Realms of the Unreal",https://www.imdb.com/title/tt0390123/,Movie,7.3,81,2004,"Documentary, Biography",2268,2008-03-29,"Jessica Yu",,
908,tt6656238,2023-09-27,2023-09-27,,"The Rain","The Rain",https://www.imdb.com/title/tt6656238/,TV Series,6.3,45,2018,"Drama, Sci-Fi, Thriller",42759,2018-05-04,,,
909,tt11102190,2023-09-27,2023-09-27,,"Katla","Katla",https://www.imdb.com/title/tt11102190/,TV Series,7.0,,2021,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",17376,2021-06-17,,,
910,tt0073582,2023-10-05,2023-10-05,,"Deep Red","Profondo rosso",https://www.imdb.com/title/tt0073582/,Movie,7.5,127,1975,"Horror, Mystery, Thriller",44310,1976-06-11,"Dario Argento",,
911,tt8694364,2023-10-06,2023-10-06,,"Years and Years","Years and Years",https://www.imdb.com/title/tt8694364/,TV Mini Series,8.3,60,2019,"Drama, Sci-Fi",34114,2019-06-24,,,
912,tt0314063,2023-10-06,2023-10-06,,"Immortal","Immortel (ad vitam)",https://www.imdb.com/title/tt0314063/,Movie,5.9,103,2004,"Drama, Sci-Fi, Thriller",21935,2004-03-24,"Enki Bilal",,
913,tt5648202,2023-10-09,2023-10-09,,"Corporate","Corporate",https://www.imdb.com/title/tt5648202/,TV Series,7.8,30,2018,"Comedy",4248,2018-01-17,,,
914,tt4443922,2023-10-10,2023-10-10,,"Native","Native",https://www.imdb.com/title/tt4443922/,Movie,4.3,86,2016,"Drama, Sci-Fi",579,2018-06-11,"Daniel Fitzsimmons",,
915,tt0082406,2023-10-10,2023-10-10,,"The Fox and the Hound","The Fox and the Hound",https://www.imdb.com/title/tt0082406/,Movie,7.2,83,1981,"Animation, Adventure, Drama, Family",104393,1981-07-10,"Ted Berman, Richard Rich, Art Stevens, David Hand, Wolfgang Reitherman",,
916,tt0089218,2023-10-10,2023-10-10,,"The Goonies","The Goonies",https://www.imdb.com/title/tt0089218/,Movie,7.7,114,1985,"Adventure, Comedy, Family",306059,1985-06-07,"Richard Donner",,
917,tt7599146,2023-10-13,2023-10-13,,"Sound of Freedom","Sound of Freedom",https://www.imdb.com/title/tt7599146/,Movie,7.6,131,2023,"Biography, Crime, Drama, History, Thriller",124898,2023-07-04,"Alejandro Monteverde",,
918,tt0055830,2023-10-16,2023-10-16,,"Carnival of Souls","Carnival of Souls",https://www.imdb.com/title/tt0055830/,Movie,7.0,78,1962,"Horror, Mystery",29053,1962-11-02,"Herk Harvey",,
919,tt4105970,2023-10-16,2023-10-16,,"They Look Like People","They Look Like People",https://www.imdb.com/title/tt4105970/,Movie,5.8,80,2015,"Drama, Horror, Mystery, Thriller",8901,2016-02-26,"Perry Blackshear",,
920,tt0464141,2023-10-16,2023-10-16,,"The Orphanage","El orfanato",https://www.imdb.com/title/tt0464141/,Movie,7.4,105,2007,"Drama, Horror, Mystery, Thriller",165976,2008-01-11,"J.A. Bayona",,
921,tt0238380,2023-10-16,2023-10-16,,"Equilibrium","Equilibrium",https://www.imdb.com/title/tt0238380/,Movie,7.3,107,2002,"Action, Drama, Sci-Fi, Thriller",351723,2002-12-06,"Kurt Wimmer",,
922,tt2317225,2023-10-16,2023-10-16,,"The Machine","The Machine",https://www.imdb.com/title/tt2317225/,Movie,6.0,91,2013,"Action, Drama, Sci-Fi, Thriller",32302,2014-03-21,"Caradog W. James",,
923,tt0076210,2023-10-17,2023-10-17,,"The Island of Dr. Moreau","The Island of Dr. Moreau",https://www.imdb.com/title/tt0076210/,Movie,5.9,99,1977,"Adventure, Fantasy, Horror, Romance, Sci-Fi, Thriller",7366,1977-07-13,"Don Taylor",,
924,tt1762248,2023-10-17,2023-10-17,,"Codependent Lesbian Space Alien Seeks Same","Codependent Lesbian Space Alien Seeks Same",https://www.imdb.com/title/tt1762248/,Movie,6.2,76,2011,"Comedy, Romance, Sci-Fi",354,2012-01-06,"Madeleine Olnek",,
925,tt4146128,2023-10-17,2023-10-17,,"Childhood's End","Childhood's End",https://www.imdb.com/title/tt4146128/,TV Mini Series,6.8,82,2015,"Drama, Sci-Fi, Thriller",13276,2015-12-14,,,
926,tt3885422,2023-10-18,2023-10-18,,"The Spine of Night","The Spine of Night",https://www.imdb.com/title/tt3885422/,Movie,6.4,93,2021,"Animation, Action, Adventure, Fantasy, Horror, Sci-Fi",3019,2021-12-24,"Philip Gelatt, Morgan Galen King",,
927,tt0093420,2023-10-18,2023-10-18,,"Lily C.A.T.","Lily C.A.T.",https://www.imdb.com/title/tt0093420/,Video,6.2,67,1987,"Animation, Action, Horror, Sci-Fi",1310,1987-09-01,"Hisayuki Toriumi",,
